1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1
4,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,5
4,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,5
4,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,5
4,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,5
7,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,8
7,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,8
7,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,8
7,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,8
7,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,8
7,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,8
7,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,8
7,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,8
7,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,8
7,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,4,0,0,0,0,0,0,0,0,0,8
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
